北京故宫博物院,"
北京市东城区景山前街4号
[40]?
",https://baike.baidu.com/pic/%E5%8C%97%E4%BA%AC%E6%95%85%E5%AE%AB%E5%8D%9A%E7%89%A9%E9%99%A2/8663390/0/0e2442a7d933c895d14314a3c95964f082025bafaa9b?fr=lemma&ct=single, 北京故宫博物院是一座中国综合性博物馆，建立于1925年10月10日，位于北京故宫紫禁城内，收藏品包括但不限于明朝、清朝两代皇宫及其收藏。
中国科学技术馆,"
国家综合性科技馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E7%A7%91%E5%AD%A6%E6%8A%80%E6%9C%AF%E9%A6%86/1751615/0/4bd1e8033a8301473912bbe4?fr=lemma&ct=single, 中国科学技术馆新馆位于朝阳区北辰东路5号，东临亚运居住区，西濒奥运水系，南依奥运主体育场，北望森林公园，占地4.8万平方米，建筑规模10.2万平方米，是奥林匹克公园中心区体现“绿色奥运、科技奥运、人文奥运”三大理念的重要组成部分。
中国地质博物馆,"
地质学博物馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E5%9C%B0%E8%B4%A8%E5%8D%9A%E7%89%A9%E9%A6%86/1533422/0/0865b51893fa133534fa4120?fr=lemma&ct=single, 中国地质博物馆是中国国家级地质学博物馆，成立于1916年。
中国人民革命军事博物馆,"
军事历史博物馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E9%9D%A9%E5%91%BD%E5%86%9B%E4%BA%8B%E5%8D%9A%E7%89%A9%E9%A6%86/1777424/0/a6efce1b9d16fdfaaf51e186d0c69b5494eef01fcd08?fr=lemma&ct=single, 中国人民革命军事博物馆位于北京天安门西面的长安街延长线上，筹建于1959年，是向国庆10周年献礼的首都十大建筑之一。
中国航空博物馆,"
720000 m2
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E8%88%AA%E7%A9%BA%E5%8D%9A%E7%89%A9%E9%A6%86/1632663/0/bd7faf3576ded7b1a61e12fb?fr=lemma&ct=single, 中国航空博物馆是中国第一座对外开放的大型航空博物馆，该馆坐落在北京市昌平区大汤山脚下。
北京鲁迅博物馆,"
社会科学类人物博物馆，旧址类博物馆
",https://baike.baidu.com/pic/%E5%8C%97%E4%BA%AC%E9%B2%81%E8%BF%85%E5%8D%9A%E7%89%A9%E9%A6%86/3402692/0/d52a2834349b033b5bb53929598521d3d539b70017a6?fr=lemma&ct=single," 北京鲁迅博物馆（Beijing Luxun Museum）是由原北京鲁迅博物馆和北京新文化运动纪念馆于2014年7月合并组建而成，包括北京鲁迅博物馆馆区和新文化运动纪念馆馆区
[1]?
。"
首都博物馆,"
北京市西城区复兴门外大街16号
",https://baike.baidu.com/pic/%E9%A6%96%E9%83%BD%E5%8D%9A%E7%89%A9%E9%A6%86/1211541/0/bf4875633e2501050c33facc?fr=lemma&ct=single, 首都博物馆简称首博，位于北京长安街西延长线上、白云路的西侧，复兴门外大街16号。
北京自然博物馆,"
自然类博物馆
",https://baike.baidu.com/pic/%E5%8C%97%E4%BA%AC%E8%87%AA%E7%84%B6%E5%8D%9A%E7%89%A9%E9%A6%86/2002464/0/0824ab18972bd40787ebcfa87d899e510fb309b2?fr=lemma&ct=single, 北京自然博物馆是一座大型自然历史博物馆，主要从事古生物、动物、植物和人类学等领域的标本收藏、科学研究和科学普及工作。
中国人民抗日战争纪念馆,"
战争历史纪念馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E6%8A%97%E6%97%A5%E6%88%98%E4%BA%89%E7%BA%AA%E5%BF%B5%E9%A6%86/1777646/0/03087bf40ad162d9f2d31890ac94beec8a13622767a1?fr=lemma&ct=single, 中国人民抗日战争纪念馆，坐落在北京市丰台区卢沟桥畔宛平城内，距市中心约15公里。
中国国家博物馆,"
综合性博物馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E5%9B%BD%E5%AE%B6%E5%8D%9A%E7%89%A9%E9%A6%86/567902/0/caef76094b36acaf2eddbeaa3c909a1001e939013606?fr=lemma&ct=single, 中国国家博物馆，英文National Museum of China，简称国博，位于北京市中心天安门广场东侧，东长安街南侧，与人民大会堂东西相对称，是历史与艺术并重，集收藏、展览、研究、考古、公共教育、文化交流于一体的综合性博物馆。
中国农业博物馆,"
430000 m2
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E5%86%9C%E4%B8%9A%E5%8D%9A%E7%89%A9%E9%A6%86/1751870/0/80cb39dbb6fd52660819f41aac18972bd407368a?fr=lemma&ct=single, 中国农业博物馆位于北京市朝阳区东三环北路，1983年7月筹建，1986年9月13日正式开放，属于全国农业展览馆建筑群。
北京天文馆,"
国家级自然科学类专题科学博物馆
[2]?
",https://baike.baidu.com/pic/%E5%8C%97%E4%BA%AC%E5%A4%A9%E6%96%87%E9%A6%86/1632709/0/f636afc379310a554e951deab04543a98226107f?fr=lemma&ct=single, 北京天文馆位于北京西直门外大街，是国家级自然科学类专题科学博物馆。
中国印刷博物馆,"
行业博物馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E5%8D%B0%E5%88%B7%E5%8D%9A%E7%89%A9%E9%A6%86/1632095/0/4bed2e738bd4b31c47f9e2a788d6277f9f2ff8e1?fr=lemma&ct=single," 中国印刷博物馆（China Printing Museum），位于北京市大兴区黄村兴华北路25号，是世界上最大的印刷专业博物馆，1996年6月1日正式建成并对外开放
[1]?
。"
中国电影博物馆,"
行业博物馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E7%94%B5%E5%BD%B1%E5%8D%9A%E7%89%A9%E9%A6%86/3744432/0/4ec2d5628535e5dd75af661376c6a7efcf1b627f?fr=lemma&ct=single," 中国电影博物馆（China National Film Museum），位于北京市朝阳区南影路9号，是世界上最大的国家级电影专业博物馆，是纪念中国电影诞生100周年的标志性建筑，2007年2月10日正式对公众开放
[1-2]?
。"
北京汽车博物馆,"
北京市丰台区南四环西路126号
",https://baike.baidu.com/pic/%E5%8C%97%E4%BA%AC%E6%B1%BD%E8%BD%A6%E5%8D%9A%E7%89%A9%E9%A6%86/3169875/0/8718367adab44aed2e7371174f559001a18b86d64da7?fr=lemma&ct=single, 北京汽车博物馆（Beijing Auto Museum），位于北京市丰台区南四环西路126号，于2011年建成开放，集博物馆、展览馆、科技三位一体，是中国国家公益性汽车主题博物馆。
清华大学艺术博物馆,"
北京清华大学校内光华路
",0, 清华大学艺术博物馆位于清华大学校内，美院大楼北侧，化工电大楼南侧，主楼东侧，财经东路西侧。
天津博物馆,"
天津市河西区友谊路31号
",https://baike.baidu.com/pic/%E5%A4%A9%E6%B4%A5%E5%8D%9A%E7%89%A9%E9%A6%86/1477979/0/a84052082c46d5a70a7b82d0?fr=lemma&ct=single, 天津博物馆位于天津市河西区越秀路与平江道交口的文化中心，是展示中国古代艺术及天津城市发展历史的大型艺术历史类综合性博物。
天津自然博物馆,"
自然博物馆
",https://baike.baidu.com/pic/%E5%A4%A9%E6%B4%A5%E8%87%AA%E7%84%B6%E5%8D%9A%E7%89%A9%E9%A6%86/1324072/0/50da81cb39dbb6fd42256dc90724ab18962b37e6?fr=lemma&ct=single, 天津自然博物馆新馆位于天津文化中心、原天津博物馆内，是中国第一个主题单元化、全景式展示的自然探索、科学体验、科学教育的自然史博物馆。
周恩来邓颖超纪念馆,"
周二-周日9:00-16:00；周一闭馆（节日另行安排）
[22]?
",https://baike.baidu.com/pic/%E5%91%A8%E6%81%A9%E6%9D%A5%E9%82%93%E9%A2%96%E8%B6%85%E7%BA%AA%E5%BF%B5%E9%A6%86/1324599/0/f99dcf0097e74f53728b65ad?fr=lemma&ct=single, 周恩来邓颖超纪念馆位于天津水上公园风景区，建于1998年2月28日，为全国爱国主义教育示范基地、全国廉政教育基地和国家一级博物馆。
平津战役纪念馆,"
免费开放
",https://baike.baidu.com/pic/%E5%B9%B3%E6%B4%A5%E6%88%98%E5%BD%B9%E7%BA%AA%E5%BF%B5%E9%A6%86/1223670/0/b3119313b07eca80963a660a9b2397dda1448324?fr=lemma&ct=single, 平津战役纪念馆，位于天津市红桥区，是一座全面介绍平津战役的现代化展馆。
河北博物院,"
省级综合性博物馆
",https://baike.baidu.com/pic/%E6%B2%B3%E5%8C%97%E5%8D%9A%E7%89%A9%E9%99%A2/14367436/0/242dd42a2834349b0e111ba3ceea15ce36d3be84?fr=lemma&ct=single, 河北博物院位于河北省石家庄市文化广场，北起中山路，南到范西路，东临东大街，西至西大街，是河北省综合性博物馆、全国爱国主义教育示范基地、国家一级博物馆。
西柏坡纪念馆,"
河北省石家庄市平山县西柏坡镇西柏坡村西柏坡景区内
",https://baike.baidu.com/pic/%E8%A5%BF%E6%9F%8F%E5%9D%A1%E7%BA%AA%E5%BF%B5%E9%A6%86/2504558/0/ca525754c8b8166e574e0073?fr=lemma&ct=single, 西柏坡纪念馆（Xibaipo Memorial），位于河北省石家庄市平山县西柏坡镇西柏坡村西柏坡景区内，是解放战争时期中央工委、中共中央和解放军总部的所在地，国家一级博物馆。
邯郸市博物馆,"
18000 m2
",https://baike.baidu.com/pic/%E9%82%AF%E9%83%B8%E5%B8%82%E5%8D%9A%E7%89%A9%E9%A6%86/10454680/0/18d8bc3eb13533fa8cda39f4aad3fd1f40345bff?fr=lemma&ct=single, 邯郸市博物馆位于河北省邯郸市中华北大街45号，成立于1984年，是国家一级博物馆和河北省爱国主义教育基地，主体建筑的前身是1968年建成的“毛泽东思想胜利万岁邯郸展览馆”。
山西博物院,"
山西省太原市滨河西路北段13号
",https://baike.baidu.com/pic/%E5%B1%B1%E8%A5%BF%E5%8D%9A%E7%89%A9%E9%99%A2/3165697/0/3b292df5e0fe9925bc3180bb90e149df8db1ca13db8c?fr=lemma&ct=single, 山西博物院（Shanxi Museum），位于山西省太原市滨河西路北段13号，是首批国家一级博物馆、中央地方共建国家级博物馆培育对象，山西最大的文物征集、收藏、保护、研究和展示中心。
中国煤炭博物馆,"
专业博物馆
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E7%85%A4%E7%82%AD%E5%8D%9A%E7%89%A9%E9%A6%86/1096355/0/8d158aee4864f21b2df5348b?fr=lemma&ct=single, 中国煤炭博物馆位于山西省太原市万柏林区迎泽大街和晋祠路交汇处，1989年9月30日建成开馆。
八路军太行纪念馆,"
08:30-17:30
",https://baike.baidu.com/pic/%E5%85%AB%E8%B7%AF%E5%86%9B%E5%A4%AA%E8%A1%8C%E7%BA%AA%E5%BF%B5%E9%A6%86/1793514/0/37d12f2eb9389b50a36844db8235e5dde6116ea0?fr=lemma&ct=single, 八路军太行纪念馆，位于山西省长治市武乡县城太行街363号，是一座全面反映八路军八年抗战历史的大型革命纪念馆，集旅游观光和博物馆价值为一体的国家一级博物馆和国家AAAA级别旅游景区。
大同市博物馆,"
综合性地志博物馆
",https://baike.baidu.com/pic/%E5%A4%A7%E5%90%8C%E5%B8%82%E5%8D%9A%E7%89%A9%E9%A6%86/1777948/0/738b4710b912c8fc826e465dff039245d7882184?fr=lemma&ct=single, 大同市博物馆是一座地志性综合博物馆，隶属于大同市文物局，位于大同市御东太和路。
山西地质博物馆,"
山西省太原市滨河西路北段17号
",https://baike.baidu.com/pic/%E5%B1%B1%E8%A5%BF%E5%9C%B0%E8%B4%A8%E5%8D%9A%E7%89%A9%E9%A6%86/13877240/0/4e4a20a4462309f79052dd8eac451bf3d7ca7bcb7851?fr=lemma&ct=single, 山西地质博物馆（ShanXi Museum of Geology），位于山西省太原市滨河西路北段17号，毗邻山西博物院、太原市图书馆、中国煤炭博物馆，于2017年5月1日起正式对公众开放，是山西省普及矿产资源和地球科学知识的专业科技类博物馆。
临汾市博物馆,"
综合博物馆
[3]?
",https://baike.baidu.com/pic/%E4%B8%B4%E6%B1%BE%E5%B8%82%E5%8D%9A%E7%89%A9%E9%A6%86/8054488/0/09fa513d269759ee828b337abcfb43166c22dfac?fr=lemma&ct=single, 临汾市博物馆（Linfen Museum）创建于1993年，原址在鼓楼西海子边40号铁佛寺，新馆位于临汾市滨河西路九州广场南端。
内蒙古博物院,"
内蒙古呼和浩特市新城区新华东街27号
",https://baike.baidu.com/pic/%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%9A%E7%89%A9%E9%99%A2/4742698/0/730e0cf3d7ca7bcbccdd8708b9096b63f624a877?fr=lemma&ct=single, 内蒙古博物院位于内蒙古呼和浩特市新城区新华东街，原内蒙古博物馆作为1957年自治区成立10周年大庆的重点项目，是全区唯一的自治区级综合性博物馆，也是全国少数民族地区最早建立的博物馆之一，早在上世纪50年代就被列入世界建筑史。
鄂尔多斯博物馆,"
综合性博物馆
",0, 鄂尔多斯博物馆是一所综合性博物馆，位于鄂尔多斯市康巴什新区，于2006年开工建设，占地面积27760平方米，建筑面积41227平方米，为地下一层，地上四层，局部八层。
赤峰博物馆,"
周二--周日上午9:00-下午4：:15（中午不休息）
",https://baike.baidu.com/pic/%E8%B5%A4%E5%B3%B0%E5%8D%9A%E7%89%A9%E9%A6%86/7268303/0/d5462bfa473a56b69f514613?fr=lemma&ct=single, 赤峰博物馆位于内蒙古自治区赤峰市新城区富河街，自1958年开始筹建，旧馆1987年竣工；新馆2010年8月8日落成并正式开馆，新馆大楼主体工程建筑面积1.1万平方米，是一座集收藏、研究、展示为一体的多功能现代化博物馆。
辽宁省博物馆,"
综合类博物馆
",https://baike.baidu.com/pic/%E8%BE%BD%E5%AE%81%E7%9C%81%E5%8D%9A%E7%89%A9%E9%A6%86/1465619/0/6159252dd42a283473cd05f45db5c9ea14cebfe1?fr=lemma&ct=single, 辽宁博物馆位于中国辽宁省沈阳市浑南区智慧三街157号，为一座综合性博物馆。
“九·一八”历史博物馆,"
辽宁省沈阳市大东区望花南街46号
",https://baike.baidu.com/pic/%E2%80%9C%E4%B9%9D%C2%B7%E4%B8%80%E5%85%AB%E2%80%9D%E5%8E%86%E5%8F%B2%E5%8D%9A%E7%89%A9%E9%A6%86/3149475/0/377adab44aed2e738eeab6fd8101a18b86d6fadb?fr=lemma&ct=single, “九·一八”历史博物馆位于辽宁省沈阳市大东区望花南街46号，地处沈阳东北部，柳条湖立交桥西北，西靠长大铁路。
